Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
03-08-11,2,1,"3,247","68,978",0,0,0,15,"6,203",1,"43,376","54,561","116,933",12,"1,625","380,682","1,625",4,14,"5,789,650"
03-07-11,2,1,"2,924","68,978",0,0,0,15,"6,162",1,"43,449","54,311","126,174",9,"2,915","379,057","2,915",2,14,"5,781,850"
03-06-11,2,1,"10,776","68,978",0,0,0,15,"6,992",1,"57,362","66,894","157,029",9,"3,420","376,142","3,420",2,12,"5,774,150"
03-05-11,2,1,"7,059","68,978",0,0,0,14,"6,857",1,"57,626","64,329","171,128",8,"2,272","372,722","2,272",3,12,"5,766,000"
03-04-11,2,1,"8,678","68,978",0,0,0,14,"6,384",0,"101,642","112,312","408,307",10,"2,987","370,450","2,987",2,6,"5,758,350"
03-03-11,2,1,"6,518","76,193",0,0,0,13,"7,214",1,"70,182","78,856","233,299",10,"2,087","367,463","2,087",3,10,"5,751,300"
03-02-11,2,1,"12,735","76,193",0,0,0,13,"6,848",1,"98,185","109,095","260,658",18,"2,218","365,376","2,218",3,7,"5,743,200"
03-01-11,2,1,"11,509","76,193",0,0,0,13,"6,304",1,"64,659","76,069","222,690",20,"4,368","363,158","4,368",1,10,"5,735,600"
02-28-11,2,1,"6,986","76,193",0,0,0,12,"5,047",0,"63,477","79,382","207,805",14,"2,301","358,790","2,301",2,8,"5,728,200"
02-27-11,2,1,"3,607","76,193",0,0,0,12,"6,114",1,"44,912","56,973","164,254",21,"7,322","356,489","7,322",1,14,"5,721,900"
02-26-11,2,1,"7,317","76,193",0,0,0,10,"4,938",0,"34,938","44,225","122,537",12,"2,674","349,167","2,674",2,14,"5,714,150"
02-25-11,2,1,"4,611","76,193",0,0,0,10,"4,492",0,"51,587","62,606","140,795",14,"3,114","346,493","3,114",1,9,"5,707,900"
02-24-11,2,1,"11,915","76,193",0,0,0,10,"5,870",1,"57,847","68,006","174,095",29,"2,759","343,379","2,759",2,10,"5,702,450"
02-23-11,2,1,"9,103","76,193",0,0,0,10,"5,765",0,"77,214","87,744","174,678",18,"3,188","340,620","3,188",2,7,"5,695,550"
02-22-11,2,1,"4,381","76,193",0,0,0,10,"6,498",1,"61,691","69,316","152,458",47,"3,237","337,432","3,237",2,11,"5,689,000"
02-21-11,2,1,"2,534","76,193",0,0,0,10,"4,365",0,"73,225","81,372","128,279",21,"2,499","334,195","2,499",2,6,"5,681,700"
02-20-11,2,1,"4,165","76,193",0,0,0,10,"5,267",0,"124,309","138,121","212,568",28,"2,981","331,696","2,981",2,4,"5,676,850"
02-19-11,2,1,"1,144","76,193",0,0,0,10,"5,473",0,"51,598","56,110","211,035",19,"2,475","328,715","2,475",2,11,"5,671,000"
02-18-11,2,1,"4,060","76,193",0,0,0,10,"6,301",1,"60,424","65,700","150,037",24,"2,812","326,240","2,812",2,10,"5,665,050"
02-17-11,2,1,"8,949","76,193",0,0,0,10,"6,303",1,"97,554","104,570","370,095",22,"2,107","323,428","2,107",3,6,"5,658,200"
02-16-11,2,1,"5,033","76,193",0,0,0,10,"5,178",0,"115,881","133,197","267,188",25,"1,491","321,321","1,491",3,4,"5,651,450"
02-15-11,2,1,"2,922","76,193",0,0,0,10,"6,984",1,"90,086","101,936","243,671",25,"1,787","319,830","1,787",4,8,"5,645,500"
02-14-11,2,1,"4,026","55,590",0,0,0,10,"8,758",1,"37,702","41,558","163,025",20,"2,530","318,043","2,530",3,23,"5,637,600"
02-13-11,2,1,"15,741","55,590",0,0,0,10,"10,685",1,"34,115","37,530","236,085",20,"2,120","315,513","2,120",5,31,"5,627,950"
02-12-11,2,1,"17,230","55,590",0,0,0,10,"12,296",1,"40,280","44,242","199,347",15,"1,918","313,393","1,918",6,31,"5,616,200"
02-11-11,2,1,"2,601","55,590",0,0,0,10,"12,176",1,"23,192","25,239","198,746",12,"1,946","311,475","1,946",6,53,"5,602,700"
02-10-11,2,1,"2,980","55,590",0,0,0,10,"9,346",1,"39,776","42,351","255,315",11,"2,119","309,529","2,119",4,23,"5,589,450"
02-09-11,2,1,"2,784","55,590",0,0,0,10,"8,607",1,"90,019","95,765","951,258",13,"3,002","307,410","3,002",3,10,"5,579,500"
02-08-11,2,1,"2,016","55,590",0,0,0,10,"8,026",0,"97,038","102,167","1,775,313",9,"2,974","304,408","2,974",3,8,"5,570,350"
02-07-11,2,1,"22,042","55,590",0,0,0,10,"6,305",0,"238,207","245,575","996,105",7,"1,660","301,434","1,660",4,3,"5,561,900"
02-06-11,2,1,"5,746","55,590",0,0,0,10,"7,926",0,"24,184","25,477","124,227",7,"1,932","299,774","1,932",4,33,"5,555,400"
02-05-11,2,1,"21,026","55,590",0,0,0,10,"13,008",1,"78,056","81,308","203,857",10,"2,261","297,842","2,261",6,17,"5,547,050"
02-04-11,2,1,"5,365","36,460",0,0,0,10,"12,407",0,"52,359","52,964","187,553",16,"1,964","295,581","1,964",6,24,"5,533,500"
02-03-11,2,1,"11,143","36,460",0,0,0,10,"11,100",0,"31,889","31,889","204,983",17,"2,134","293,617","2,134",5,35,"5,520,950"
02-02-11,2,1,"6,298","36,460",0,0,0,10,"10,164",0,"30,986","32,620","219,772",12,"1,957","291,483","1,957",5,33,"5,509,850"
02-01-11,2,1,"11,962","36,460",0,0,0,10,"11,543",0,"26,253","27,635","524,405",11,"2,394","289,526","2,394",5,44,"5,499,150"
01-31-11,2,1,"4,681","36,460",0,0,0,10,"9,217",0,"27,368","31,476","215,033",8,"2,152","287,132","2,152",4,34,"5,487,000"
01-30-11,2,1,"2,384","36,460",0,0,0,10,"8,180",0,"24,302","27,628","234,954",7,"1,969","284,980","1,969",4,34,"5,476,400"
01-29-11,2,1,"9,690","36,460",0,0,0,10,"8,976",0,"29,573","30,970","211,557",9,"1,698","283,011","1,698",5,30,"5,467,100"
01-28-11,2,1,"33,134","36,460",0,0,0,10,"8,976",0,"40,214","39,425","185,159",9,"1,773","281,313","1,773",5,22,"5,457,700"
01-27-11,2,1,"8,824","36,460",0,0,0,10,"11,342",0,"30,662","29,197","114,822",9,"2,086","279,540","2,086",5,37,"5,448,900"
01-26-11,2,1,"4,953","25,998",0,0,0,10,"12,602",0,"15,895","15,136","98,008",10,"2,255","277,454","2,255",6,79,"5,438,100"
01-25-11,2,1,"5,521","25,998",0,0,0,10,"12,130",0,"30,500","29,042","79,209",10,"2,062","275,199","2,062",6,40,"5,426,100"
01-24-11,2,1,"11,015","25,998",0,0,0,10,"11,501",0,"54,031","49,798","134,265",9,"2,267","273,137","2,267",5,21,"5,414,550"
01-23-11,2,1,"5,708","25,998",0,0,0,10,"10,046",0,"29,065","26,912","112,566",10,"1,978","270,870","1,978",5,35,"5,403,950"
01-22-11,2,1,"4,283","25,998",0,0,0,10,"11,016",0,"21,840","20,222","120,513",9,"1,841","268,892","1,841",6,50,"5,394,650"
01-21-11,2,1,"10,715","25,998",0,0,0,10,"10,354",0,"36,859","33,819","160,650",9,"1,903","267,051","1,903",5,28,"5,384,450"
01-20-11,2,1,"10,896","25,998",0,0,0,10,"9,612",0,"45,157","44,865","266,156",8,"2,433","265,148","2,433",4,21,"5,374,950"
01-19-11,2,1,"72,060","25,998",0,0,0,10,"10,395",0,"72,572","65,974","238,910",10,"1,866","262,715","1,866",6,14,"5,365,400"
01-18-11,2,1,"8,980","25,998",0,0,0,10,"8,555",0,"25,392","27,157","84,880",10,"1,033","260,849","1,033",8,34,"5,355,950"
01-17-11,2,1,"4,071","25,998",0,0,0,10,"7,740",0,"26,738","29,709","73,029",9,842,"259,816",842,9,29,"5,346,800"
01-16-11,2,1,"6,098","22,012",0,0,0,10,"9,330",0,"106,124","117,154","175,102",10,911,"258,974",911,10,9,"5,338,200"
01-15-11,2,1,"4,344","22,012",0,0,0,10,"8,050",0,"22,269","24,206","66,779",12,857,"258,063",857,9,36,"5,327,900"
01-14-11,2,1,"24,646","22,012",0,0,0,10,"8,388",0,"43,393","47,336","79,985",9,887,"257,206",887,9,19,"5,319,150"
01-13-11,2,1,"28,553","22,012",0,0,0,10,"8,360",0,"23,600","26,818","59,512",5,918,"256,319",918,9,35,"5,310,000"
01-12-11,2,1,"6,046","22,012",0,0,0,10,"5,588",0,"28,485","37,980","78,511",4,777,"255,401",777,7,20,"5,300,500"
01-11-11,2,1,"12,758","22,012",0,0,0,10,"6,805",0,"70,019","83,347","157,297",4,"1,004","254,624","1,004",7,10,"5,293,050"
01-10-11,2,1,"70,423","22,012",0,0,0,10,"8,503",0,"62,654","65,952","151,648",4,985,"253,620",985,9,14,"5,284,950"
01-09-11,2,1,"5,127","22,012",0,0,0,10,"3,752",0,"11,063","22,125","256,096",4,"1,815","252,635","1,815",2,34,"5,276,000"
01-08-11,2,0,"4,619","22,012",0,0,0,10,"3,936",0,"7,112","14,816","290,622",4,"2,203","250,820","2,203",2,55,"5,268,500"
01-07-11,2,0,"1,534","22,012",0,0,0,10,"3,345",0,"9,028","20,243","64,725",5,"1,290","248,617","1,290",3,37,"5,260,300"
01-06-11,2,0,"12,567","22,012",0,0,0,10,"3,668",0,"75,983","168,850","203,259",6,"1,036","247,327","1,036",4,5,"5,252,800"
01-05-11,2,0,"4,439","22,012",0,0,0,10,"3,339",0,"244,197","585,044","907,174",5,900,"246,291",900,4,1,"5,244,650"
01-04-11,2,0,"3,600","18,438",0,0,0,10,"4,144",0,"8,354","19,656","61,868",12,985,"245,391",985,4,50,"5,236,650"
01-03-11,2,0,"2,972","18,438",0,0,0,10,"3,315",0,"9,593","22,572","76,827",13,965,"244,406",965,3,35,"5,226,900"
01-02-11,2,0,"2,981","18,438",0,0,0,10,"3,987",0,"14,463","32,648","71,524",8,"1,334","243,441","1,334",3,28,"5,219,100"
01-01-11,2,0,"1,394","18,438",0,0,0,10,"3,777",0,"18,353","41,308","82,265",6,"1,073","242,107","1,073",4,21,"5,210,100"
12-31-10,2,0,"3,327","18,438",0,0,0,10,"3,525",0,"12,943","30,108","79,499",5,"1,431","241,034","1,431",2,27,"5,201,600"
12-30-10,2,0,"6,360","18,438",0,0,0,10,"3,916",0,"9,737","22,131","60,053",5,"1,047","239,603","1,047",4,40,"5,193,400"
12-29-10,2,0,"6,592","18,438",0,0,0,10,"3,087",0,"14,375","39,116","75,969",6,847,"238,556",847,4,21,"5,184,500"
12-28-10,2,0,"5,957","18,438",0,0,0,10,"3,010",0,"14,224","41,823","93,919",7,967,"237,709",967,3,21,"5,176,100"
12-27-10,2,0,"5,975","18,438",0,0,0,10,"3,017",0,"17,351","44,858","77,342",6,870,"236,742",870,3,17,"5,167,250"
12-26-10,2,0,"2,394","18,438",0,0,0,10,"3,460",0,"21,248","53,120","91,445",8,816,"235,872",816,4,16,"5,159,450"
12-25-10,2,0,411,"18,438",0,0,0,10,"3,460",0,"5,692","14,231","49,341",5,"1,027","235,056","1,027",3,61,"5,150,800"
12-24-10,2,0,804,"18,438",0,0,0,10,"3,440",0,"19,660","49,149","99,129",5,932,"234,029",932,4,17,"5,142,150"
12-23-10,2,0,"15,554","16,307",0,0,0,10,"3,915",0,"20,944","46,542","117,634",5,"1,285","233,097","1,285",3,19,"5,133,550"
12-22-10,2,0,"5,853","16,307",0,0,0,10,"3,746",0,"12,205","30,136","74,079",5,"1,271","231,812","1,271",3,31,"5,124,850"
12-21-10,2,0,"10,463","16,307",0,0,0,10,"2,923",0,"19,002","54,291","105,023",4,"1,233","230,541","1,233",2,15,"5,115,600"
12-20-10,2,0,"1,335","16,307",0,0,0,10,"2,665",0,"10,925","33,205","85,878",5,"1,262","229,308","1,262",2,24,"5,107,250"
12-19-10,2,0,"3,419","16,307",0,0,0,10,"2,747",0,"9,608","29,205","75,912",5,"1,358","228,046","1,358",2,29,"5,099,150"
12-18-10,2,0,640,"16,307",0,0,0,10,"2,455",0,"4,919","15,229","46,366",7,"1,193","226,688","1,193",2,50,"5,090,800"
12-17-10,2,0,"1,273","16,307",0,0,0,10,"3,100",0,"9,216","28,540","72,498",6,"1,392","225,495","1,392",2,34,"5,083,200"
12-16-10,2,0,"13,047","16,307",0,0,0,10,"2,318",0,"5,304","16,471","54,916",7,880,"224,103",880,3,44,"5,073,600"
12-15-10,2,0,890,"16,307",0,0,0,10,"2,198",0,"5,052","16,897","42,145",7,850,"223,223",850,3,43,"5,066,400"
12-14-10,2,0,58,"16,307",0,0,0,10,"2,242",0,"4,746","15,872","55,567",8,"1,192","222,373","1,192",2,47,"5,059,050"
12-13-10,2,0,790,"16,307",0,0,0,10,"2,129",0,"8,950","29,843","70,985",7,"1,242","221,181","1,242",2,24,"5,051,550"
12-12-10,2,0,"1,083","16,307",0,0,0,10,"2,460",0,"4,844","16,147","64,232",7,853,"219,939",853,3,51,"5,044,450"
12-11-10,2,0,706,"14,484",0,0,0,10,"2,700",0,"4,965","16,549","47,462",6,593,"219,086",593,5,54,"5,036,250"
12-10-10,2,0,986,"14,484",0,0,0,10,"2,670",0,"4,249","14,165","73,187",5,594,"218,493",594,4,63,"5,027,250"
12-09-10,2,0,"1,014","14,484",0,0,0,10,"2,460",0,"4,557","15,190","66,442",7,579,"217,899",579,4,54,"5,018,350"
12-08-10,2,0,363,"14,484",0,0,0,10,"2,400",0,"7,230","24,101","66,673",8,542,"217,320",542,4,33,"5,010,150"
12-07-10,2,0,"5,365","14,484",0,0,0,10,"2,589",0,"11,872","39,442","127,134",5,641,"216,778",641,4,22,"5,002,150"
12-06-10,2,0,"5,186","14,484",0,0,0,10,"2,366",0,"8,990","32,108","81,652",3,584,"216,137",584,4,26,"4,993,550"
12-05-10,2,0,438,"14,484",0,0,0,10,"2,133",0,"9,707","36,631","72,784",3,507,"215,553",507,4,22,"4,985,100"
12-04-10,2,0,"4,466","14,484",0,0,0,10,"1,984",0,"1,680","6,221","93,880",3,650,"215,046",650,3,118,"4,977,050"
12-03-10,2,0,"1,029","14,484",0,0,0,10,"2,025",0,"4,175","16,699","106,565",3,555,"214,396",555,4,49,"4,969,700"
12-02-10,2,0,"1,158","14,484",0,0,0,10,"1,875",0,"2,077","8,306","73,279",3,578,"213,841",578,3,90,"4,961,600"
12-01-10,2,0,"1,402","14,484",0,0,0,10,"1,788",0,"3,020","12,081","75,605",3,552,"213,263",552,3,59,"4,954,100"
11-30-10,2,0,"3,268","14,484",0,0,0,10,"2,109",0,"14,144","52,973","122,101",3,634,"212,711",634,3,15,"4,946,950"
11-29-10,2,0,283,"12,252",0,0,0,10,"2,651",0,"6,854","25,471","94,511",4,616,"212,077",616,4,39,"4,939,050"
11-28-10,2,0,"2,878","12,252",0,0,0,10,"2,186",0,"2,735","9,947","69,753",3,934,"211,461",934,2,80,"4,929,200"
11-27-10,2,0,500,"12,252",0,0,0,10,"2,299",0,"12,456","49,844","112,872",3,547,"210,527",547,4,18,"4,921,250"
11-26-10,2,0,79,"12,252",0,0,0,10,"1,967",0,"6,928","27,822","86,309",3,466,"209,980",466,4,28,"4,912,050"
11-25-10,2,0,"3,277","12,252",0,0,0,10,"2,206",0,"3,925","15,390","74,687",4,503,"209,514",503,4,56,"4,904,150"
11-24-10,2,0,973,"12,252",0,0,0,10,"2,287",0,"4,728","19,227","94,420",3,523,"209,011",523,4,48,"4,895,500"
11-23-10,2,0,"2,068","12,252",0,0,0,10,"2,209",0,"7,042","28,533","121,157",5,610,"208,488",610,4,31,"4,886,200"
11-22-10,2,0,"1,234","12,252",0,0,0,10,"1,875",0,"8,236","35,810","159,576",2,683,"207,878",683,3,23,"4,877,250"
11-21-10,2,0,"1,253","12,252",0,0,0,10,"1,729",0,"13,930","61,238","145,857",2,723,"207,195",723,2,12,"4,869,100"
11-20-10,2,0,365,"12,252",0,0,0,10,"1,984",0,"2,639","11,573","51,987",2,564,"206,472",564,4,75,"4,861,500"
11-19-10,2,0,"1,425","12,252",0,0,0,10,"1,957",0,"7,974","35,052","83,412",2,504,"205,908",504,4,25,"4,852,800"
11-18-10,2,0,339,"12,252",0,0,0,10,"1,530",0,"3,359","16,465","40,044",3,382,"205,404",382,4,46,"4,844,200"
11-17-10,2,0,"4,997","8,078",0,0,0,10,"2,985",0,"5,112","21,406","52,107",4,516,"205,022",516,6,58,"4,836,700"
11-16-10,2,0,"2,957","8,078",0,0,0,10,"2,861",0,"8,015","32,359","64,972",4,537,"204,506",537,5,36,"4,824,200"
11-15-10,2,0,"3,707","8,078",0,0,0,10,"2,633",0,"8,092","35,807","69,115",3,548,"203,969",548,5,33,"4,812,650"
11-14-10,2,0,"1,372","8,078",0,0,0,10,"2,700",0,"15,403","68,458","109,184",2,447,"203,421",447,6,18,"4,801,000"
11-13-10,2,0,"2,473","8,078",0,0,0,10,"2,797",0,"4,714","20,058","46,592",2,436,"202,974",436,6,59,"4,789,000"
11-12-10,2,0,"5,648","8,078",0,0,0,10,"2,835",0,"11,174","43,158","62,847",2,402,"202,538",402,7,25,"4,777,100"
11-11-10,2,0,"1,371","8,078",0,0,0,10,"2,451",0,"5,857","22,943","40,131",2,411,"202,136",411,6,42,"4,766,150"
11-10-10,2,0,"4,687","8,078",0,0,0,10,"2,413",0,"12,297","49,189","80,413",2,472,"201,725",472,5,20,"4,756,550"
11-09-10,2,0,"1,786","8,078",0,0,0,10,"1,991",0,"12,969","57,641","84,893",1,505,"201,253",505,4,15,"4,746,900"
11-08-10,2,0,"9,022","8,078",0,0,0,10,"2,888",0,"10,313","37,503","51,952",1,455,"200,748",455,6,28,"4,738,050"
11-07-10,2,0,"9,227","6,867",0,0,0,10,"2,957",0,"4,151","14,877","33,563",1,435,"200,293",435,7,71,"4,727,550"
11-06-10,2,0,"2,774","6,867",0,0,0,10,"2,362",0,"5,060","17,779","33,924",2,457,"199,858",457,5,47,"4,716,950"
11-05-10,2,0,970,"6,867",0,0,0,10,"2,602",0,"3,988","14,023","31,891",2,490,"199,401",490,5,65,"4,708,650"
11-04-10,2,0,"9,326","6,867",0,0,0,10,"2,933",0,"24,631","85,229","104,731",2,"1,542","198,911","1,542",2,12,"4,699,500"
11-03-10,2,0,790,"6,867",0,0,0,10,"2,151",0,"10,044","35,493","56,770",2,"5,883","197,369","5,883",0,21,"4,689,350"
11-02-10,2,0,"1,362","6,867",0,0,0,9,"2,618",0,"8,045","28,430","52,384",2,"2,749","191,486","2,749",1,33,"4,681,750"
11-01-10,2,0,"4,705","6,867",0,0,0,9,"2,073",0,"7,719","26,813","44,876",2,338,"188,737",338,6,27,"4,672,500"
10-31-10,2,0,"3,733","6,867",0,0,0,9,"2,256",0,"4,200","14,892","37,774",2,395,"188,399",395,6,54,"4,665,300"
10-30-10,2,0,430,"6,867",0,0,0,9,"1,958",0,"11,801","40,694","138,364",7,"10,378","188,004","10,378",0,17,"4,657,300"
10-29-10,2,0,"3,989","6,867",0,0,0,7,"1,662",0,"12,813","44,336","171,110",38,"12,322","177,626","12,322",0,13,"4,650,550"
10-28-10,2,0,"9,695","6,867",0,0,0,5,"2,349",0,"6,490","22,933","63,584",14,"7,731","165,304","7,731",0,36,"4,644,800"
10-27-10,2,0,"7,453","4,536",0,0,0,4,"3,813",0,"5,600","19,312","64,062",2,434,"157,573",434,9,68,"4,636,500"
10-26-10,2,0,"6,985","4,536",0,0,0,4,"3,500",0,"8,329","29,748","86,942",2,463,"157,139",463,8,42,"4,623,350"
10-25-10,2,0,"7,391","4,536",0,0,0,4,"2,558",0,"17,785","62,913","478,994",76,"12,087","156,676","12,087",0,14,"4,610,850"
10-24-10,2,0,"1,381","4,536",0,0,0,1,"3,125",0,"9,817","34,712","173,011",107,"1,855","144,589","1,855",2,32,"4,601,800"
10-23-10,2,0,"4,980","4,536",0,0,0,1,"3,558",0,"5,671","18,968","36,107",46,399,"142,734",399,9,63,"4,590,750"
10-22-10,2,0,"14,432","4,536",0,0,0,1,"3,285",0,"6,664","22,213","53,430",1,333,"142,335",333,10,49,"4,578,850"
10-21-10,2,0,"3,417","4,536",0,0,0,1,"2,146",0,"3,054","12,168","43,331",1,296,"142,002",296,7,70,"4,567,900"
10-20-10,2,0,"3,077","4,536",0,0,0,1,"2,784",0,"5,752","23,965","59,839",66,429,"141,706",429,6,48,"4,559,350"
10-19-10,2,0,"6,365","4,536",0,0,0,1,"2,574",0,"6,184","23,186","59,233",8,372,"141,277",372,7,42,"4,547,750"
10-18-10,2,0,"24,843","4,536",0,0,0,1,"4,042",0,"25,859","76,779","121,503",1,458,"140,905",458,9,16,"4,538,100"
10-17-10,2,0,"34,758","3,092",0,0,0,1,"4,829",0,"134,063","362,333","455,085",1,498,"140,447",498,10,4,"4,526,100"
10-16-10,2,0,"44,081","3,092",0,0,0,1,"6,200",0,"24,253","48,507","124,631",1,445,"139,949",445,14,26,"4,513,050"
10-15-10,2,0,"8,352","3,092",0,0,0,1,"2,929",0,"28,387","97,886","121,427",1,389,"139,504",389,8,10,"4,500,650"
10-14-10,2,0,"6,805","3,092",0,0,0,1,"2,627",0,"8,195","34,158","56,244",1,416,"139,115",416,6,32,"4,490,550"
10-13-10,2,0,"9,354","3,092",0,0,0,1,"2,254",0,"28,594","121,157","162,239",1,339,"138,699",339,7,8,"4,479,600"
10-12-10,2,0,"13,665","3,092",0,0,0,1,"2,764",0,"6,846","24,894","65,404",1,334,"138,360",334,8,40,"4,470,050"
10-11-10,2,0,"3,516","3,092",0,0,0,1,"1,642",0,"4,977","25,460","65,171",1,283,"138,026",283,6,33,"4,460,000"
10-10-10,2,0,"4,220","3,092",0,0,0,1,"1,857",0,"5,788","29,308","61,627",1,364,"137,743",364,5,32,"4,451,600"
10-09-10,2,0,"9,810","3,092",0,0,0,1,"1,811",0,"7,535","37,864","61,979",1,311,"137,379",311,6,24,"4,442,200"
10-08-10,2,0,"3,085","2,149",0,0,0,1,"2,303",0,"10,221","53,262","93,682",1,444,"137,068",444,5,23,"4,433,100"
10-07-10,2,0,"4,805","2,149",0,0,0,1,"2,244",0,"16,111","84,353","136,453",1,466,"136,624",466,5,14,"4,421,100"
10-06-10,2,0,"5,243","2,149",0,0,0,1,"2,043",0,"6,586","34,660","154,287",1,500,"136,158",500,4,31,"4,409,350"
10-05-10,2,0,"10,365","2,149",0,0,0,1,"2,014",0,"18,235","95,974","231,667",1,569,"135,658",569,4,11,"4,398,600"
10-04-10,2,0,"4,876","2,149",0,0,0,1,"2,299",0,"12,841","67,585","194,450",1,486,"135,089",486,5,18,"4,388,000"
10-03-10,2,0,"3,248","2,149",0,0,0,1,"1,575",0,"4,299","28,663","154,214",1,479,"134,603",479,3,37,"4,375,900"
10-02-10,2,0,"2,613","2,149",0,0,0,1,"1,796",0,"11,914","62,707","88,863",1,473,"134,124",473,4,15,"4,365,400"
10-01-10,2,0,994,"2,149",0,0,0,1,948,0,"2,456","22,526","49,204",2,623,"133,651",623,2,39,"4,355,950"
09-30-10,2,0,"3,209","2,149",0,0,0,1,819,0,"2,305","21,545","138,906",2,495,"133,028",495,2,36,"4,347,250"
09-29-10,2,0,"4,884","2,149",0,0,0,1,"1,270",0,"6,726","61,704","200,194",2,602,"132,533",602,2,19,"4,339,600"
09-28-10,2,0,"3,507","1,378",0,0,0,1,"1,205",0,"5,519","53,581","243,234",2,693,"131,931",693,2,22,"4,327,950"
09-27-10,2,0,"2,061","1,378",0,0,0,1,"1,244",0,"2,720","26,563","269,645",2,964,"131,238",964,1,46,"4,316,250"
09-26-10,2,0,"1,004","1,378",0,0,0,1,"1,344",0,"3,688","35,804","204,295",3,517,"130,274",517,3,36,"4,304,100"
09-25-10,2,0,"2,537","1,378",0,0,0,1,"1,473",0,"4,489","42,958","165,837",3,485,"129,757",485,3,33,"4,291,050"
09-24-10,2,0,593,"1,378",0,0,0,1,"1,303",0,"9,668","88,694","228,685",2,412,"129,272",412,3,13,"4,276,950"
09-23-10,2,0,"2,436","1,378",0,0,0,1,"1,101",0,"7,264","61,040","145,489",2,333,"128,860",333,3,15,"4,265,000"
09-22-10,2,0,"5,153","1,378",0,0,0,1,"1,008",0,"5,724","54,510","157,733",3,376,"128,527",376,3,18,"4,255,750"
09-21-10,2,0,"3,433","1,378",0,0,0,1,803,0,"1,954","20,565","95,714",1,350,"128,151",350,2,41,"4,246,150"
09-20-10,2,0,"2,559","1,378",0,0,0,1,792,0,"5,317","53,705","108,997",1,361,"127,801",361,2,15,"4,237,700"
09-19-10,2,0,"3,318","1,319",0,0,0,1,"1,073",0,"5,806","44,629","71,405",1,348,"127,440",348,3,18,"4,229,700"
09-18-10,2,0,"9,322","1,319",0,0,0,1,"1,032",0,"12,096","100,796","135,146",1,373,"127,092",373,3,9,"4,221,450"
09-17-10,2,0,"20,848","1,319",0,0,0,1,918,0,"14,355","119,618","164,093",1,382,"126,719",382,2,6,"4,212,850"
09-16-10,2,0,"12,530","1,319",0,0,0,1,682,0,"12,425","141,197","181,045",2,343,"126,337",343,2,5,"4,205,200"
09-15-10,2,0,"1,901","1,319",0,0,0,1,552,0,"7,232","113,361","175,824",2,370,"125,994",370,1,8,"4,197,450"
09-14-10,2,0,"1,241","1,319",0,0,0,1,481,0,"3,026","47,798","99,405",2,408,"125,624",408,1,16,"4,188,800"
09-13-10,2,0,"2,347","1,319",0,0,0,1,388,0,"6,490","102,992","189,281",2,353,"125,216",353,1,6,"4,181,200"
09-12-10,2,0,"1,443","1,319",0,0,0,1,477,0,"3,271","52,756","539,564",2,414,"124,863",414,1,15,"4,175,050"
09-11-10,2,0,423,"1,319",0,0,0,1,371,0,"18,961","308,807","403,512",2,401,"124,449",401,1,2,"4,167,350"
09-10-10,2,0,783,"1,319",0,0,0,1,338,0,"1,649","26,603","46,316",2,501,"124,048",501,1,20,"4,161,300"
09-09-10,2,0,359,"1,319",0,0,0,1,484,0,"2,350","37,900","74,310",2,563,"123,547",563,1,21,"4,155,850"
09-08-10,2,0,896,"1,319",0,0,0,1,437,0,"1,431","23,113","36,007",2,358,"122,984",358,1,31,"4,148,050"
09-07-10,2,0,"1,080","1,319",0,0,0,1,550,0,"4,666","75,030","152,304",2,998,"122,626",998,1,12,"4,141,000"
09-06-10,2,0,538,918,0,0,0,1,677,0,"2,282","36,393","55,063",3,467,"121,628",467,1,30,"4,132,150"
